,value,nifty_bm,drawdown,cash,n_open
2021-07-26,1073003.079341124,1179421.638603842,,236060.6774550473,6
2021-07-27,1078317.3739783023,1201204.2334077312,,237229.82227522653,4
2021-07-28,1085465.2448915197,1200195.1971181112,,238802.35387613432,9
2021-07-29,1075718.3555526836,1189587.8378871935,,236658.0382215904,6
2021-07-30,1062314.9366286271,1202598.6769266722,,233709.28605829796,3
2021-08-02,1074468.088254611,1201728.4512002552,,236382.97941601442,6
2021-08-03,1078126.2965555901,1177429.0684689959,,237187.78524222982,7
2021-08-04,1071892.424157317,1187402.4883790656,,235816.33331460974,7
2021-08-05,1086646.800199202,1181862.5222332242,,239062.29604382443,6
2021-08-06,1088345.4838486752,1181342.4245055467,,239436.00644670855,7
2021-08-09,1099886.3277266338,1185564.3215855632,,241974.99209985943,4
2021-08-10,1101155.494360576,1188207.830025015,,242254.2087593267,8
2021-08-11,1121082.3976971006,1196715.1512530511,,246638.12749336215,6
2021-08-12,1138459.6201113511,1192266.8168072389,,250461.11642449725,9
2021-08-13,1136710.7238368755,1198579.2795287266,,250076.35924411262,4
2021-08-16,1146757.3745675054,1196127.353762814,,252286.6224048512,8
2021-08-17,1153713.2556959745,1205024.9857930385,,253816.91625311438,9
2021-08-18,1167803.9805300336,1212575.6616270344,,256916.87571660738,9
2021-08-19,1158903.1544442768,1202309.1864760069,,254958.6939777409,9
2021-08-20,1166333.3894832325,1215218.1759432727,,256593.34568631116,8
2021-08-23,1177502.9073128374,1209541.098635803,,259050.63960882425,4
2021-08-24,1160583.0317020912,1219334.207509625,,255328.26697446007,9
2021-08-25,1149583.3769691843,1224100.8647363172,,252908.34293322053,9
2021-08-26,1130323.8623144901,1245991.1482684428,,248671.24970918783,5
2021-08-27,1128391.0558786648,1243869.3165089586,,248246.03229330626,6
2021-08-30,1135927.7029321434,1240263.9493997823,,249904.09464507154,8
2021-08-31,1151092.3774588003,1240556.048606136,,253240.32304093608,8
2021-09-01,1152484.9755018072,1237504.0227691543,,253546.6946103976,7
2021-09-02,1169107.533838285,1247428.122014249,,257203.6574444227,8
2021-09-03,1156070.9766036991,1228797.844410194,,254335.6148528138,4
2021-09-06,1140003.0342684726,1217013.6939941167,,250800.66753906396,8
2021-09-07,1140125.9773933936,1205179.2973541305,,250827.7150265466,5
2021-09-08,1144509.255920799,1216565.737500687,,251792.03630257578,6
2021-09-09,1144855.0060338168,1236846.894492777,,251868.1013274397,6
2021-09-10,1125400.1897150327,1236139.0871184515,,247588.04173730718,8
2021-09-13,1125200.408295379,1234675.7377925375,,247544.08982498338,9
2021-09-14,1113376.8128082866,1236015.9728110798,,244942.89881782306,3
2021-09-15,1120360.153408069,1250178.0508542808,,246479.23374977516,3
2021-09-16,1124501.0998685535,1239689.2385649579,,247390.24197108176,9
2021-09-17,1116169.6957519879,1243017.1909408432,,245557.33306543733,9
2021-09-20,1111941.791388888,1255055.0386356895,,244627.19410555533,9
2021-09-21,1102575.555489457,1261556.7189986492,,242566.62220768054,4
2021-09-22,1102627.6275674456,1264358.6684617067,,242578.07806483805,3
2021-09-23,1112219.0652336047,1276913.6714967971,,244688.19435139306,9
2021-09-24,1103545.2342258706,1244657.9296532832,,242779.95152969152,4
2021-09-27,1108913.3145669582,1253196.0534555565,,243960.9292047308,7
2021-09-28,1104558.4015575151,1245935.3876828207,,243002.84834265333,4
2021-09-29,1097754.963470361,1224790.6026191746,,241506.0919634794,3
2021-09-30,1097392.9699236755,1231253.118001635,,241426.45338320863,8
2021-10-01,1088372.8828485121,1247837.7972958097,,239442.03422667267,7
2021-10-04,1083882.2355509081,1246732.5113791951,,238454.09182119978,3
2021-10-05,1073474.8394183698,1258541.9459679788,,236164.46467204136,4
2021-10-06,1092024.660295981,1278347.1718396689,,240245.42526511583,5
2021-10-07,1092985.358280036,1294852.790794869,,240456.7788216079,6
2021-10-08,1087118.5770399051,1315569.9991197838,,239166.08694877912,3
2021-10-11,1089726.3888712048,1325397.584815788,,239739.80555166505,9
2021-10-12,1089317.9720371026,1326904.0576481444,,239649.95384816258,4
2021-10-13,1087903.774134498,1307267.635460167,,239338.83030958957,9
2021-10-14,1094214.0696263586,1304760.8273602459,,240727.0953177989,9
2021-10-15,1101894.1563373075,1294856.593216689,,242416.71439420767,9
2021-10-18,1097564.5279748838,1322105.4981526942,,241464.19615447443,9
2021-10-19,1092829.1351594229,1320451.6562651119,,240422.40973507304,9
2021-10-20,1090908.0077370752,1322551.762876938,,239999.76170215654,7
2021-10-21,1070195.6684113517,1330036.2302020364,,235443.04705049738,3
2021-10-22,1057033.1991505963,1331145.7773360289,,232547.30381313118,3
2021-10-25,1069927.3459840084,1353140.2788934752,,235384.01611648186,6
2021-10-26,1085507.8693341333,1345704.5444662038,,238811.73125350932,4
2021-10-27,1083839.653962514,1348757.639675427,,238444.72387175306,5
2021-10-28,1089779.8910061005,1339810.6955744927,,239751.5760213421,7
2021-10-29,1093295.1136985838,1323571.9034167742,,240524.92501368842,4
2021-11-01,1122541.2902846567,1316435.4600052494,,246959.08386262448,7
2021-11-02,1133874.9012910647,1316525.1756453356,,249452.47828403424,3
2021-11-03,1133299.6870892975,1311708.837947,,249325.93115964544,9
2021-11-04,1124752.2346079734,1303631.3358295735,,247445.49161375413,6
2021-11-05,1110046.3311519027,1286762.3256098356,,244210.1928534186,6
2021-11-08,1112609.917555367,1286286.8631474767,,244774.18186218076,8
2021-11-09,1106102.2829145428,1268439.8341566473,,243342.50224119943,5
2021-11-10,1093371.9786005411,1278131.3888620492,,240541.83529211904,6
2021-11-11,1087997.104621223,1279669.2079865697,,239359.36301666906,9
2021-11-12,1078626.013622152,1262487.4232111846,,237297.72299687343,3
2021-11-15,1094719.8729882143,1259309.1285052106,,240838.37205740713,5
2021-11-16,1103558.5732979146,1250839.6627767559,,242782.8861255412,4
2021-11-17,1104123.8519186748,1255157.7587364288,,242907.24742210846,9
2021-11-18,1118653.597550461,1271668.454381611,,246103.79146110144,9
2021-11-19,1120038.0774903747,1249548.8772088045,,246408.37704788244,6
2021-11-22,1112487.9952165764,1251439.1294636915,,244747.3589476468,5
2021-11-23,1127536.1248888986,1250060.9676583824,,248057.94747555768,3
2021-11-24,1133355.0404510535,1258558.5455079565,,249338.10889923177,8
2021-11-25,1124020.057038363,1261636.184261319,,247284.41254843987,7
2021-11-26,1122853.460491178,1253153.3101341322,,247027.76130805918,7
2021-11-29,1115147.5921182635,1249881.311316265,,245332.47026601798,3
2021-11-30,1102687.1585035753,1240954.3519704572,,242591.17487078655,3
2021-12-01,1112007.631804846,1254160.6723415395,,244641.67899706613,7
2021-12-02,1130700.5261815253,1254941.3380243806,,248754.11575993558,8
2021-12-03,1117914.76320796,1278134.2998250253,,245941.2479057512,5
2021-12-06,1123912.6425485113,1277934.55589643,,247260.78136067247,7
2021-12-07,1118348.755902851,1269870.962282782,,246036.7262986272,3
2021-12-08,1114366.8016126084,1252143.1995394395,,245160.69635477386,6
2021-12-09,1109401.9093150287,1231220.1033905314,,244068.42004930633,4
2021-12-10,1101898.001841568,1213208.2256484027,,242417.56040514493,8
2021-12-13,1102991.5627041033,1216796.5354809968,,242658.14379490272,9
2021-12-14,1095840.784587322,1223188.2310607962,,241084.97260921085,8
2021-12-15,1098995.582013739,1205328.0784688513,,241779.02804302258,6
2021-12-16,1099163.702038474,1216083.0569687912,,241816.01444846427,6
2021-12-17,1097568.7513174536,1211013.1094285974,,241465.12528983978,9
2021-12-20,1089738.3763132691,1213210.5334224838,,239742.4427889192,3
2021-12-21,1085027.9208186716,1232301.730806326,,238706.14258010776,7
2021-12-22,1092624.0118676266,1243318.4756246288,,240377.28261087785,5
2021-12-23,1097909.9040453322,1240668.91278417,,241540.1788899731,8
2021-12-24,1089423.9173170445,1230686.0860783563,,239673.2618097498,9
2021-12-27,1090975.6105981115,1206044.9861293708,,240014.63433158453,8
2021-12-28,1098576.209170845,1198311.8781017042,,241686.76601758593,6
2021-12-29,1083624.6475070792,1196411.670296877,,238397.42245155742,7
2021-12-30,1089257.9370265987,1185693.9686822642,,239636.7461458517,8
2021-12-31,1083754.6770261736,1184713.4695039366,,238426.02894575818,5
2022-01-03,1089639.561033087,1186076.000039659,,239720.70342727916,6
2022-01-04,1083202.294314026,1184040.5372665406,,238304.5047490857,5
2022-01-05,1067212.6059692758,1177226.3549444755,,234786.77331324067,7
2022-01-06,1053067.6519258376,1179606.9648984277,,231674.88342368428,8
2022-01-07,1054108.843129881,1185054.9043725713,,231903.9454885738,4
2022-01-10,1057047.320438404,1173276.8910751618,,232550.4104964489,8
2022-01-11,1049535.2114284048,1189496.10375166,,230897.74651424904,7
2022-01-12,1055840.856656569,1188881.6252225672,,232284.9884644452,8
2022-01-13,1041541.6878432957,1189593.8502235948,,229139.17132552507,9
2022-01-14,1041560.7706696133,1198097.1111048723,,229143.3695473149,8
2022-01-17,1031443.4267028989,1201254.75983627,,226917.55387463776,3
2022-01-18,1026326.8413066054,1212636.4060588959,,225791.9050874532,8
2022-01-19,1027335.6063677848,1216453.396899379,,226013.83340091264,8
2022-01-20,1020418.0280854951,1209886.7928407667,,224491.9661788089,5
2022-01-21,1017674.4075556599,1214550.039530526,,223888.36966224518,4
2022-01-24,1026969.3254388232,1201863.5797991515,,225933.25159654111,5
2022-01-25,1022529.1404877674,1203607.8650904289,,224956.41090730883,5
2022-01-26,1030385.6234542805,1203733.4195518496,,226684.83715994173,6
2022-01-27,1021088.9606509499,1201859.0740334864,,224639.57134320898,3
2022-01-28,1026279.4984258239,1200896.2570870533,,225781.48965368126,5
2022-01-31,1039450.0852630299,1179931.5315011907,,228679.01875786658,9
2022-02-01,1018215.1820781062,1174276.2534471664,,224007.34005718338,7
2022-02-02,1011908.75467872,1175805.192318919,,222619.92602931842,9
2022-02-03,1017459.1886258215,1178084.650269184,,223841.02149768072,7
2022-02-04,1016293.2966084557,1167077.90688691,,223584.52525386025,8
2022-02-07,1020088.8877574432,1181601.2863554463,,224419.5553066375,6
2022-02-08,1015443.5314049617,1172374.5624045553,,223397.5769090916,3
2022-02-09,1016779.8684895649,1183664.345852521,,223691.57106770427,9
2022-02-10,1016024.1402423942,1188965.2048592982,,223525.31085332672,3
2022-02-11,1026698.6397478362,1182165.3232799151,,225873.70074452396,9
2022-02-14,1029514.439995687,1202599.5869808914,,226493.17679905114,8
2022-02-15,1033065.8763033776,1189467.7407791058,,227274.49278674307,7
2022-02-16,1030048.3381806733,1200353.707494193,,226610.63439974812,4
2022-02-17,1026376.5733800825,1212267.8566549427,,225802.84614361814,6
2022-02-18,1023198.1472725276,1205053.781581613,,225103.59239995608,9
2022-02-21,1027222.2251587333,1221500.8621377323,,225988.88953492133,9
2022-02-22,1024142.2348205888,1219112.2881848372,,225311.29166052953,8
2022-02-23,1027258.7880078468,1222967.8398801445,,225996.9333617263,6
2022-02-24,1045976.3746317909,1226505.9561228328,,230114.802418994,7
2022-02-25,1054328.0357318327,1225456.1491463608,,231952.1678610032,7
2022-02-28,1052017.7921152378,1235410.1355781653,,231443.91426535233,9
2022-03-01,1063369.3989898153,1245241.7059095611,,233941.26777775935,4
2022-03-02,1060297.7068959335,1225079.9305227143,,233265.49551710536,4
2022-03-03,1042544.0200122851,1240774.7141077037,,229359.68440270273,3
2022-03-04,1034215.413525515,1221699.4482865965,,227527.3909756133,6
2022-03-07,1018369.4428234565,1234196.4427725358,,224041.27742116043,6
2022-03-08,1015917.3470777454,1247925.2722617986,,223501.816357104,7
2022-03-09,1016665.6273219021,1235515.677371328,,223666.43801081847,3
2022-03-10,1031742.4910156254,1231212.7027698918,,226983.3480234376,8
2022-03-11,1035207.992995818,1218796.9145882125,,227745.75845907998,6
2022-03-14,1033880.489372869,1216820.3309506774,,227453.7076620312,3
2022-03-15,1041768.943166087,1213770.5828832197,,229189.16749653916,3
2022-03-16,1022793.4863535933,1223270.492205715,,225014.56699779053,9
2022-03-17,1025435.0793759284,1239011.4550481094,,225595.71746270426,7
2022-03-18,1032748.8455178601,1255959.8880365724,,227204.74601392922,3
2022-03-21,1020368.2698224749,1249779.816518217,,224481.01936094448,4
2022-03-22,1030880.011259413,1247820.6519288444,,226793.60247707085,4
2022-03-23,1034443.9896990809,1228388.7616489134,,227577.6777337978,5
2022-03-24,1031392.4344776069,1219500.4284649906,,226906.3355850735,7
2022-03-25,1037538.1367393053,1231190.669954637,,228258.39008264718,9
2022-03-28,1058165.31757136,1250604.129775488,,232796.36986569918,8
2022-03-29,1060414.832245637,1236464.4064408045,,233291.26309404013,5
2022-03-30,1063267.2155750832,1230024.3922904662,,233918.7874265183,4
2022-03-31,1059732.3117910319,1230232.4451462429,,233141.108594027,9
2022-04-01,1052691.7924561887,1234023.4445739756,,231592.19434036152,5
2022-04-04,1060732.0991378108,1225050.572038964,,233361.06181031838,7
2022-04-05,1053628.6812089097,1230500.307417672,,231798.30986596015,9
2022-04-06,1054880.7218852057,1225478.0526555325,,232073.75881474526,7
2022-04-07,1051209.643829711,1225824.4995003103,,231266.12164253643,3
2022-04-08,1056099.1652253403,1232701.0076315938,,232341.81634957486,6
2022-04-11,1059706.9350434884,1233293.9510702377,,233135.52570956745,3
2022-04-12,1069667.2153974888,1228699.1097780585,,235326.78738744755,7
2022-04-13,1065650.4659024745,1227935.7274533522,,234443.10249854438,9
2022-04-14,1063824.0081931863,1227420.672130261,,234041.28180250098,4
2022-04-15,1055590.5512347587,1223621.6765361174,,232229.92127164692,8
2022-04-18,1052216.363732309,1221127.2471554866,,231487.600021108,4
2022-04-19,1056201.1641222953,1240185.5609749595,,232364.25610690497,9
2022-04-20,1063609.7849915754,1247315.0588125333,,233994.1526981466,3
2022-04-21,1055889.6741383807,1244337.6391597597,,232295.72831044375,8
2022-04-22,1064306.857398059,1253099.1036521604,,234147.50862757297,9
2022-04-25,1077188.0800641833,1249651.470693443,,236981.37761412034,7
2022-04-26,1081598.2999225187,1264103.2951334694,,237951.6259829541,4
2022-04-27,1099480.109797872,1269073.2446926162,,241885.6241555318,7
2022-04-28,1092886.2986760328,1268312.5997948747,,240434.9857087272,8
2022-04-29,1081957.9111186953,1274239.8187591815,,238030.74044611296,8
2022-05-02,1066227.1929249074,1255759.1065216637,,234569.98244347965,4
2022-05-03,1080404.1512740124,1242844.5145012524,,237688.91328028272,7
2022-05-04,1087040.1103401477,1229269.8093205178,,239148.8242748325,5
2022-05-05,1087157.0000863473,1231455.401133449,,239174.54001899643,7
2022-05-06,1090374.6948876167,1252241.0044617013,,239882.43287527567,8
2022-05-09,1080575.8716099993,1279311.1382786513,,237726.69175419986,7
2022-05-10,1103666.580521022,1287602.9748249375,,242806.64771462482,9
2022-05-11,1105518.9524880769,1294270.2120150637,,243214.16954737692,3
2022-05-12,1107188.1266398036,1272668.7794374945,,243581.3878607568,5
2022-05-13,1114660.5573571376,1266642.1823026263,,245225.32261857027,6
2022-05-16,1119864.4376363081,1257694.6907775472,,246370.1762799878,9
2022-05-17,1122645.0769441705,1250804.9736307007,,246981.9169277175,3
2022-05-18,1115753.1219140238,1249332.3180362002,,245465.68682108523,6
2022-05-19,1120871.6182012782,1244253.95646008,,246591.7560042812,4
2022-05-20,1139452.5404041314,1221380.402731026,,250679.5588889089,6
2022-05-23,1153144.2823383322,1230571.4703334963,,253691.7421144331,9
2022-05-24,1169429.0854403488,1218547.4842075272,,257274.39879687675,7
2022-05-25,1165025.795221815,1221828.8439623828,,256305.67494879928,9
2022-05-26,1155901.7314702882,1246416.6653681458,,254298.3809234634,6
2022-05-27,1155336.277265255,1236053.7657376584,,254173.98099835613,8
2022-05-30,1156553.6109141426,1206860.979820817,,254441.79440111137,3
2022-05-31,1167981.0867980863,1204088.7717455563,,256955.839095579,3
2022-06-01,1151855.9990689852,1217188.1938088345,,253408.31979517677,6
2022-06-02,1167499.560094908,1240344.3481564366,,256849.9032208798,3
2022-06-03,1166608.6795470621,1226377.17632522,,256653.90950035368,8
2022-06-06,1163052.285709852,1232679.0903525962,,255871.5028561674,9
2022-06-07,1153721.2484258658,1227747.82009989,,253818.67465369048,3
2022-06-08,1138161.8386537905,1227027.734504451,,250395.60450383392,6
2022-06-09,1146785.633955836,1258367.571103194,,252292.83947028394,5
2022-06-10,1148165.4495511318,1240928.838828021,,252596.398901249,5
2022-06-13,1136242.1329528575,1244441.321143608,,249973.26924962865,4
2022-06-14,1124393.207326322,1250493.145229824,,247366.50561179087,3
2022-06-15,1121836.146089021,1263917.1517377691,,246803.9521395846,9
2022-06-16,1138401.9447969499,1265624.5015299048,,250448.42785532898,6
2022-06-17,1136550.3038813511,1269859.8887703533,,250041.06685389724,3
2022-06-20,1122688.1236263826,1265668.5112641356,,246991.38719780417,7
2022-06-21,1120994.1937722268,1269436.0342420007,,246618.7226298899,8
2022-06-22,1119045.737329983,1265830.421285078,,246190.06221259624,3
2022-06-23,1094042.298091944,1273836.7138303746,,240689.3055802277,3
2022-06-24,1094171.9351402496,1269898.9046994795,,240717.8257308549,5
2022-06-27,1092658.757167253,1274981.6163226457,,240384.92657679564,8
2022-06-28,1099758.5850875361,1275162.6678813444,,241946.88871925796,6
2022-06-29,1117680.3904472485,1289339.2600003139,,245889.68589839467,3
2022-06-30,1129031.3320314658,1289251.275006882,,248386.8930469225,5
2022-07-01,1127105.7082740888,1268076.859024874,,247963.25582029953,4
2022-07-04,1117158.4704060724,1283811.4791087972,,245774.86348933593,8
2022-07-05,1142242.653282534,1273304.1794439757,,251293.3837221575,5
2022-07-06,1143480.1095015695,1265930.7547912195,,251565.62409034529,5
2022-07-07,1144278.7148451365,1259298.819168332,,251741.31726593003,9
2022-07-08,1144707.7469985196,1276270.5932160076,,251835.70433967432,5
2022-07-11,1147299.045353592,1250912.4940032465,,252405.78997779023,9
2022-07-12,1146556.6700162059,1288725.841266787,,252242.4674035653,3
2022-07-13,1141630.916882066,1302196.2992671658,,251158.80171405454,3
2022-07-14,1136986.4186806635,1305504.8801472564,,250137.01210974596,4
2022-07-15,1137329.3306045728,1305372.3805328123,,250212.452733006,7
2022-07-18,1132735.5317012297,1309461.80375608,,249201.81697427054,7
2022-07-19,1126529.059462991,1316494.4819065696,,247836.39308185803,7
2022-07-20,1128201.568644031,1325116.9257951325,,248204.3451016868,9
2022-07-21,1126410.7671322117,1332667.7632824774,,247810.36876908658,8
2022-07-22,1141464.0534934108,1334361.605961213,,251122.09176855037,8
2022-07-25,1116405.215327433,1332420.490127045,,245609.14737203528,4
2022-07-26,1127410.5238597638,1331065.2903167852,,248030.31524914803,8
2022-07-27,1140005.6432206077,1329159.6990943768,,250801.24150853368,7
2022-07-28,1120575.5956865533,1344034.0806155398,,246526.6310510417,7
2022-07-29,1117961.467015648,1352177.2993328755,,245951.52274344256,5
2022-08-01,1115080.2037751223,1314973.909550006,,245317.6448305269,8
2022-08-02,1102386.2986607365,1323719.876471724,,242524.98570536205,3
2022-08-03,1095737.3198101658,1326724.7124502102,,241062.21035823648,3
2022-08-04,1086029.2025526243,1327046.1338190376,,238926.42456157735,5
2022-08-05,1102834.742904892,1322705.4650398965,,242623.64343907623,5
2022-08-08,1112245.5254970384,1337386.2666966536,,244694.01560934845,5
2022-08-09,1124912.0203528835,1349986.4532675266,,247480.64447763437,3
2022-08-10,1132464.9187512468,1340641.3909527478,,249142.2821252743,7
2022-08-11,1122253.5504640841,1346388.7162087588,,246895.78110209852,5
2022-08-12,1117900.977308809,1334526.0366671272,,245938.215007938,4
2022-08-15,1123199.4744279154,1317595.7421676149,,247103.8843741414,9
2022-08-16,1112183.0369657187,1310304.4128860282,,244680.26813245812,5
2022-08-17,1119568.4735822366,1321589.721478259,,246305.06418809204,9
2022-08-18,1117930.8070138933,1334111.3716621788,,245944.77754305652,6
2022-08-19,1115017.5051950703,1341174.5728273427,,245303.85114291546,5
2022-08-22,1122402.444233422,1350976.4264536856,,246928.53773135282,3
2022-08-23,1127291.8965779864,1358168.6111813218,,248004.217247157,8
2022-08-24,1124486.9548918349,1350462.260408836,,247387.13007620367,5
2022-08-25,1136220.1928682255,1356570.7579702258,,249968.4424310096,8
2022-08-26,1126438.4297280884,1367455.7331736581,,247816.45454017946,6
2022-08-29,1132989.1790894798,1377828.9346142402,,249257.61939968556,4
2022-08-30,1139358.1199261036,1393969.7555844698,,250658.7863837428,8
2022-08-31,1137021.1315180846,1403935.087219058,,250144.6489339786,9
2022-09-01,1140832.5749471537,1409212.1394198148,,250983.1664883738,7
2022-09-02,1129362.1132959817,1424130.6612333371,,248459.66492511597,5
2022-09-05,1138887.4127325034,1424369.9835955796,,250555.23080115076,6
2022-09-06,1137758.0143477388,1413035.1190549154,,250306.76315650254,6
2022-09-07,1133362.689396084,1411439.6100102214,,249339.7916671385,8
2022-09-08,1144125.7570537978,1402044.256210854,,251707.66655183551,4
2022-09-09,1137939.5590484587,1393640.131486174,,250346.7029906609,3
2022-09-12,1124976.24146728,1392312.0936584454,,247494.77312280162,5
2022-09-13,1110743.7755729225,1382415.554264773,,244363.63062604296,6
2022-09-14,1117109.5421045905,1378951.7261150263,,245764.0992630099,4
2022-09-15,1105599.2369338637,1354724.4553108644,,243231.83212545002,7
2022-09-16,1122731.3269141973,1358038.5044967441,,247000.8919211234,6
2022-09-19,1103514.2084672402,1358624.4329472352,,242773.12586279286,4
2022-09-20,1120066.788213,1348648.947717573,,246414.69340686,3
2022-09-21,1122725.4330325085,1357661.7445572922,,246999.59526715186,3
2022-09-22,1122453.664485228,1370324.5420226078,,246939.80618675015,6
2022-09-23,1117905.692991018,1349972.7303485617,,245939.25245802398,9
2022-09-26,1122346.748836309,1340757.9712029654,,246916.28474398798,6
2022-09-27,1122638.6768703996,1331524.3690544332,,246980.5089114879,8
2022-09-28,1133817.9869056174,1320194.3223945112,,249439.95711923583,5
2022-09-29,1135576.4649205897,1331151.949790347,,249826.82228252973,4
2022-09-30,1137685.8719853375,1329259.919205055,,250290.89183677424,6
2022-10-03,1134829.4797389943,1326477.923093525,,249662.48554257874,5
2022-10-04,1134938.380470646,1301783.2915418406,,249686.44370354214,8
2022-10-05,1138566.001080604,1310188.217985561,,250484.52023773288,5
2022-10-06,1122675.682863218,1295313.710431336,,246988.65022990797,6
2022-10-07,1110461.4473494743,1296595.2419877357,,244301.51841688436,3
2022-10-10,1118121.1270226336,1300556.445360311,,245986.6479449794,4
2022-10-11,1120393.5474544219,1317914.0054815146,,246486.5804399728,4
2022-10-12,1119291.2388973918,1302080.8583845564,,246244.0725574262,3
2022-10-13,1120115.8078040697,1265277.067037417,,246425.47771689534,9
2022-10-14,1124074.7949553684,1268018.379226813,,247296.45489018105,6
2022-10-17,1119569.5511947067,1290240.2190126004,,246305.30126283548,4
2022-10-18,1112812.2882214529,1305968.2348353192,,244818.70340871962,6
2022-10-19,1115310.200903553,1309117.9225905368,,245368.24419878167,8
2022-10-20,1106681.9731372138,1303553.4595689778,,243470.03409018705,6
2022-10-21,1111164.1993861124,1314096.162826854,,244456.12386494473,5
2022-10-24,1095727.950068084,1302494.4166242613,,241060.1490149785,3
2022-10-25,1105948.7063518204,1308935.7709608132,,243308.7153974005,9
2022-10-26,1111032.8394830532,1315770.989723238,,244427.22468627171,6
2022-10-27,1114095.1267929615,1329576.0512123113,,245100.92789445154,9
2022-10-28,1124047.1974755365,1364991.6631774467,,247290.38344461803,9
2022-10-31,1140611.755845077,1370653.5826511004,,250934.58628591697,8
2022-11-01,1151107.8312414319,1364601.9353941705,,253243.722873115,7
2022-11-02,1133763.5934594125,1364843.530025857,,249427.99056107074,3
2022-11-03,1122089.9052143486,1342478.9021807986,,246859.7791471567,9
2022-11-04,1116781.3451010797,1334182.6849649418,,245691.89592223754,4
2022-11-07,1117676.7512655095,1329555.495041815,,245888.88527841208,5
2022-11-08,1123242.8951254636,1323494.2645607975,,247113.436927602,4
2022-11-09,1116965.2900592864,1325965.719745401,,245732.36381304302,8
2022-11-10,1119386.33187021,1316162.86929074,,246264.99301144617,8
2022-11-11,1112848.2706393576,1330732.5176226946,,244826.6195406587,4
2022-11-14,1107709.2471353677,1331294.0429862852,,243696.0343697809,3
2022-11-15,1095107.2607099093,1331735.5625941074,,240923.59735618005,4
2022-11-16,1087148.58775639,1328146.5355101107,,239172.6893064058,6
2022-11-17,1075288.5368515418,1330662.4587615773,,236563.4781073392,4
2022-11-18,1066992.7689629702,1341651.6462072912,,234738.40917185345,5
2022-11-21,1077167.5642824594,1331162.9664255443,,236976.86414214107,5
2022-11-22,1069099.6971165107,1323399.4820418588,,235201.93336563234,7
2022-11-23,1093641.1453206453,1320136.7765672426,,240601.05197054197,5
2022-11-24,1098861.315595007,1303812.2638388004,,241749.48943090154,4
2022-11-25,1101225.0839195012,1294212.359764476,,242269.51846229026,5
2022-11-28,1093829.2109608138,1288900.7850206436,,240642.42641137904,3
2022-11-29,1100974.7968271582,1300148.6319139772,,242214.4553019748,9
2022-11-30,1096226.3789296185,1303937.6974899871,,241169.80336451606,5
2022-12-01,1097999.0684364694,1306883.428564149,,241559.7950560233,6
2022-12-02,1122529.1566203334,1317996.551842631,,246956.41445647334,3
2022-12-05,1122263.6682062782,1316830.0827318118,,246898.00700538122,7
2022-12-06,1133877.7765747346,1322267.8220425986,,249453.11084644162,6
2022-12-07,1127758.238652725,1321526.5499047004,,248106.8125035995,4
2022-12-08,1128076.940684608,1325413.083261389,,248176.92695061376,9
2022-12-09,1145710.8199008906,1318631.9952391277,,252056.38037819593,4
2022-12-12,1140269.5871708877,1288634.7484904341,,250859.3091775953,9
2022-12-13,1158497.7232679096,1287532.1255380814,,254869.49911894012,9
2022-12-14,1166139.0484972459,1305475.3113826993,,256550.5906693941,4
2022-12-15,1161240.1361431265,1317510.5487496436,,255472.82995148783,6
2022-12-16,1168155.8620385795,1330147.1561921283,,256994.2896484875,6
2022-12-19,1178490.2014811689,1346326.0577585057,,259267.84432585715,9
2022-12-20,1185402.4998531067,1348025.4539395943,,260788.54996768347,6
2022-12-21,1170268.5726825625,1351118.4972926748,,257459.08599016376,9
2022-12-22,1163714.289283094,1343758.0185038503,,256017.1436422807,9
2022-12-23,1161940.8952999094,1340287.5052418034,,255626.99696598007,3
2022-12-26,1161879.679434569,1348690.8745862078,,255613.5294756052,8
2022-12-27,1168683.3131793987,1364682.1703209605,,257110.3288994677,3
2022-12-28,1171126.3971545133,1363447.4882941695,,257647.80737399292,4
2022-12-29,1158512.8657287604,1358188.946726276,,254872.83046032727,8
2022-12-30,1162928.7480571421,1358766.1982287928,,255844.32457257126,5
2023-01-02,1169638.8223199432,1367097.4244136722,,257320.5409103875,4
2023-01-03,1175882.6102791328,1348919.6484284734,,258694.17426140924,7
2023-01-04,1187367.0279090833,1320061.2404424897,,261220.74613999831,3
2023-01-05,1196472.1599815818,1313711.6137772086,,263223.875195948,6
2023-01-06,1201835.9813746987,1299028.5637904422,,264403.91590243374,3
2023-01-09,1201816.2609920332,1293303.3137912715,,264399.5774182473,6
2023-01-10,1185545.8706238463,1292030.8158106862,,260820.0915372462,8
2023-01-11,1190562.810126726,1287010.165092415,,261923.81822787973,7
2023-01-12,1193355.0910664895,1305309.4439343943,,262538.1200346277,8
2023-01-13,1196802.0019172488,1309909.452657266,,263296.4404217947,7
2023-01-16,1184508.0174407235,1314198.759564768,,260591.76383695917,3
2023-01-17,1174310.6109057665,1322518.90968428,,258348.33439926864,6
2023-01-18,1185503.903909975,1308766.1484605696,,260810.85886019448,8
2023-01-19,1185792.90746505,1322235.396395422,,260874.439642311,7
2023-01-20,1193349.6762450838,1321839.0421582297,,262536.9287739184,9
2023-01-23,1194329.065719696,1330813.7553962942,,262752.39445833315,4
2023-01-24,1195323.854867222,1317821.4948528276,,262971.24807078886,4
2023-01-25,1193597.104789682,1298923.001233782,,262591.36305373005,8
2023-01-26,1177117.8493674542,1309561.1179424599,,258965.9268608399,6
